Rank,Name,Platform,release_date,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,controller_support,new_rating,new_rating_source
4912,Ultimate Marvel vs. Capcom 3,psv,2011,Fighting,Capcom,0.2,0.09,0,0.05,0.33,,12,PEGI
4913,WWE Wrestlemania XIX,gc,2003,Fighting,THQ,0.26,0.07,0,0.01,0.33,,16,PEGI
4914,Planet Puzzle League,ds,2007,Puzzle,Nintendo,0.14,0.01,0.16,0.01,0.33,,,
4915,Night at the Museum: Battle of the Smithsonian,wii,2009,Action,Majesco Entertainment,0.17,0.13,0,0.03,0.33,FALSE,,
4916,Super Power League 2,snes,1994,Sports,Hudson Soft,0,0,0.33,0,0.33,,3,pre-1994
4917,Extra Bases,gb,1990,Sports,Namco Bandai Games,0,0,0.33,0,0.33,,3,pre-1994
4918,Little Deviants,psv,2011,Platform,Sony Computer Entertainment,0.15,0.13,0,0.05,0.33,,7,PEGI
4919,World Stadium 3,ps,1999,Sports,Namco Bandai Games,0,0,0.31,0.02,0.33,,,
4920,Legends of Wrestling II,ps2,2002,Fighting,Acclaim Entertainment,0.16,0.13,0,0.04,0.33,,,
4921,Sonic Boom: Rise of Lyric,wiiu,2014,Action,Sega,0.21,0.09,0,0.03,0.33,,7,PEGI
4922,Shrek SuperSlam,gba,2005,Action,Activision,0.24,0.09,0,0.01,0.33,,12,PEGI
4923,Kelly Slater's Pro Surfer,ps2,2002,Sports,Activision,0.16,0.13,0,0.04,0.33,,,
4924,Rugby World Cup 2011,ps3,2011,Sports,505 Games,0,0.25,0,0.08,0.33,,3,PEGI
4925,Tak 2: The Staff of Dreams,gc,2004,Platform,THQ,0.26,0.07,0,0.01,0.33,,3,PEGI
4926,BeatMania Append GottaMix,ps,1999,Simulation,Konami Digital Entertainment,0,0,0.31,0.02,0.33,,,
4927,NCAA Basketball 10,ps3,2009,Sports,Electronic Arts,0.31,0,0,0.03,0.33,,,
4928,Jeanne d'Arc,psp,2006,Role-Playing,Sony Computer Entertainment,0.21,0,0.1,0.02,0.33,,,
4929,NASCAR Thunder 2002,xb,2001,Racing,Electronic Arts,0.25,0.07,0,0.01,0.33,,,
4930,Disney's Treasure Planet,ps2,2002,Action,Sony Computer Entertainment,0.16,0.13,0,0.04,0.33,,,
4931,Hell's Kitchen: The Game,wii,2008,Simulation,Ubisoft,0.3,0,0,0.03,0.33,FALSE,,
4932,Klonoa 2: Lunatea's Veil,ps2,2001,Platform,Sony Computer Entertainment,0.12,0.1,0.08,0.03,0.33,,,
4933,Family Party: 90 Great Games Party Pack,wii,2010,Misc,D3Publisher,0.31,0,0,0.02,0.33,FALSE,,
4934,Chicken Blaster,wii,2009,Shooter,Zushi Games,0.31,0,0,0.02,0.33,FALSE,7,PEGI
4935,Hulk,xb,2003,Action,Universal Interactive,0.25,0.07,0,0.01,0.33,,12,PEGI
4936,The Sims 2,gc,2005,Simulation,Electronic Arts,0.26,0.07,0,0.01,0.33,,12,PEGI
4937,Frogger II: Threeedeep!,2600,1983,Action,Parker Bros.,0.31,0.02,0,0,0.33,,3,pre-1994
4938,Karaoke Revolution Presents American Idol Encore 2,wii,2008,Misc,Konami Digital Entertainment,0.3,0,0,0.02,0.33,FALSE,,
4939,LEGO The Lord of the Rings,psv,2012,Action,Warner Bros. Interactive Entertainment,0.1,0.15,0,0.07,0.33,,7,PEGI
4940,Shin Nippon Pro Wrestling: Toukon Retsuden,ps,1995,Fighting,Tomy Corporation,0,0,0.3,0.02,0.33,,,
4941,Q*bert,2600,1983,,,,,,,0.33,,3,pre-1994
4942,God of War Collection,psv,2014,Action,Sony Computer Entertainment,0.14,0.1,0.01,0.07,0.33,,18,PEGI
4943,Pinball Hall of Fame: The Gottlieb Collection,ps2,2004,Misc,Play It,0.16,0.12,0,0.04,0.33,,,
4944,Major League Baseball 2K6,xb,2006,Sports,Take-Two Interactive,0.24,0.07,0,0.01,0.33,,,
4945,Def Jam Rapstar,ps3,2010,Misc,Konami Digital Entertainment,0.25,0.05,0,0.03,0.33,,,
4946,Bleach: Shattered Blade,wii,2006,Fighting,Sega,0.22,0.01,0.08,0.02,0.33,FALSE,12,PEGI
4947,Fireball,2600,1981,Action,Starpath Corp.,0.3,0.02,0,0,0.33,,3,pre-1994
4948,Dr. Mario / Puzzle League,gba,2005,Puzzle,Nintendo,0.12,0.04,0.16,0.01,0.33,,3,manual
4949,NBA Live 06,gc,2005,Sports,Electronic Arts,0.25,0.07,0,0.01,0.33,,3,PEGI
4950,Batman: Arkham Origins,wiiu,2013,Action,Warner Bros. Interactive Entertainment,0.2,0.09,0,0.03,0.33,,16,PEGI
4951,Discovery Kids: Puppy Playtime,ds,2009,Simulation,505 Games,0.3,0,0,0.02,0.33,,,
4952,The Conveni: Ano Machi wo Dokusen Seyo,ps,1997,Simulation,Human Entertainment,0,0,0.3,0.02,0.32,,,
4953,All-Star Baseball 2005,ps2,,Sports,Unknown,0.16,0.12,0,0.04,0.32,,,
4954,Sega Smash Pack,gba,2002,Misc,Atari,0.23,0.08,0,0.01,0.32,,3,manual
4955,From TV Animation One Piece: Grand Battle! 3,ps2,2003,Fighting,Namco Bandai Games,0,0,0.32,0,0.32,,,
4956,Dragon Quest Monsters: Battle Road Victory,wii,2010,Strategy,Square Enix,0,0,0.32,0,0.32,TRUE,,
4957,Monster Lab,wii,2008,Role-Playing,Eidos Interactive,0.28,0.02,0,0.02,0.32,FALSE,7,PEGI
4958,Rock Band Country Track Pack,ps2,2009,Misc,MTV Games,0.16,0.12,0,0.04,0.32,,,
4959,Disney's Extreme Skate Adventure,ps2,2003,Sports,Activision,0.16,0.12,0,0.04,0.32,,3,PEGI
4960,NBA 2K3,xb,2002,Sports,Sega,0.24,0.07,0,0.01,0.32,,,
4961,Tetris 2 + Bombliss,nes,1991,Puzzle,BPS,0,0,0.32,0,0.32,,3,pre-1994
4962,Shin Momotarou Densetsu,snes,1993,Role-Playing,Hudson Soft,0,0,0.32,0,0.32,,3,pre-1994
4963,No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,ps,1999,Sports,Konami Digital Entertainment,0,0,0.3,0.02,0.32,,,
4964,SpongeBob SquarePants: Double Pack,gba,2005,Platform,THQ,0.23,0.08,0,0.01,0.32,,3,manual
4965,Marvel Nemesis: Rise of the Imperfects,psp,2005,Fighting,Electronic Arts,0.29,0,0,0.03,0.32,,16,PEGI
4966,Ultimate Fighting Championship: Throwdown,ps2,2002,Fighting,Ubisoft,0.16,0.12,0,0.04,0.32,,,
4967,Cartoon Network Collection: Game Boy Advance Video Platinum Edition,gba,2005,Misc,,0.23,0.08,0,0.01,0.32,,3,manual
4968,Riven: The Sequel to Myst,ps,1997,Adventure,Acclaim Entertainment,0.18,0.12,0,0.02,0.32,,,
4969,Live A Live,snes,1994,Role-Playing,SquareSoft,0,0,0.32,0,0.32,,3,pre-1994
4970,Street Fighter Alpha 2,sat,1995,Fighting,Virgin Interactive,0,0,0.32,0,0.32,,12,PEGI
4971,Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,ps2,2001,Simulation,ASCII Entertainment,0,0,0.32,0,0.32,,,
4972,Gold's Gym: Cardio Workout (Others sales),wii,2008,Sports,Ubisoft,0,0.3,0,0.02,0.32,FALSE,,
4973,Karaoke Revolution Volume 3,ps2,2004,Misc,Konami Digital Entertainment,0.16,0.12,0,0.04,0.32,,,
4974,Shaun White Snowboarding,psp,2008,Sports,Ubisoft,0.26,0.03,0,0.03,0.32,,3,PEGI
4975,Extreme Pinball,ps,1995,Misc,Electronic Arts,0.18,0.12,0,0.02,0.32,,,
4976,Frogger's Adventures: The Rescue,ps2,2003,Platform,Konami Digital Entertainment,0.16,0.12,0,0.04,0.32,,,
4977,My Horse & Me,wii,2007,Sports,Atari,0.27,0.02,0,0.03,0.32,FALSE,3,PEGI
4978,Shin Super Robot Taisen Special Disk,ps,1997,Strategy,Banpresto,0,0,0.3,0.02,0.32,,,
4979,Kingdom Under Fire: The Crusaders,xb,2004,Strategy,Deep Silver,0.24,0.07,0,0.01,0.32,,12,PEGI
4980,NFL Fever 2004,xb,2003,Sports,Microsoft Game Studios,0.24,0.07,0,0.01,0.32,,3,PEGI
4981,WipEout Pulse,psp,2007,Racing,Sony Computer Entertainment,0.13,0.12,0,0.06,0.32,,3,PEGI
4982,Frankenstein's Monster,2600,1982,Action,Data Age,0.3,0.02,0,0,0.32,,3,pre-1994
4983,Dragster,2600,,Racing,Activision,0.3,0.02,0,0,0.32,,3,ESRB
4984,"Ed, Edd n Eddy: Jawbreakers!",gba,2002,Adventure,BAM! Entertainment,0.23,0.08,0,0.01,0.32,,3,PEGI
4985,Phantasy Star II,gen,1989,,,,,,,0.32,,3,ESRB
4986,Virtua Striker 2,dc,1999,Sports,Sega,0,0,0.32,0,0.32,,3,ESRB
4987,LEGO Marvel's Avengers,ps3,2016,Action,Warner Bros. Interactive Entertainment,0.1,0.17,0,0.05,0.32,,7,PEGI
4988,Heart of Darkness,ps,1998,Platform,Ocean,0.18,0.12,0,0.02,0.32,,,
4989,Shenmue II,xb,2002,Adventure,Microsoft Game Studios,0.22,0.08,0,0.01,0.32,,,
4990,Dynasty Warriors 4 Empires,ps2,2004,Action,Tecmo Koei,0,0,0.32,0,0.32,,12,PEGI
4991,Resident Evil Archives: Resident Evil,wii,2008,Action,Capcom,0.17,0.04,0.08,0.02,0.32,TRUE,,
4992,Quiz Magic Academy DS,ds,2008,Misc,Konami Digital Entertainment,0,0,0.32,0,0.32,,,
4993,DJ Hero,ps2,2009,Misc,Activision,0.1,0.02,0,0.2,0.32,,12,PEGI
4994,Madden NFL 2002,gba,2001,Sports,Electronic Arts,0.23,0.08,0,0.01,0.32,,3,manual
4995,Shrek the Third,psp,2007,Action,Activision,0.08,0.15,0,0.09,0.32,,7,PEGI
4996,Romance of the Three Kingdoms VII,ps2,2000,Strategy,Tecmo Koei,0.08,0.06,0.16,0.02,0.32,,,
4997,Power Rangers: Time Force,ps,2001,Action,THQ,0.18,0.12,0,0.02,0.32,,,
4998,Momotarou Dentetsu Happy,snes,1996,Misc,Hudson Soft,0,0,0.32,0,0.32,,3,manual
4999,4x4 Evolution,ps2,2001,Racing,Gathering of Developers,0.16,0.12,0,0.04,0.32,,,
5000,Peppa Pig: Theme Park Fun,ds,2011,Misc,P2 Games,0,0.28,0,0.04,0.32,,3,PEGI
5001,Littlest Pet Shop: City Friends,ds,2009,Simulation,Electronic Arts,0.29,0,0,0.02,0.32,,3,PEGI
5002,UEFA Euro 2008 Austria-Switzerland,ps2,2008,Sports,Electronic Arts,0.03,0,0,0.28,0.32,,,
5003,7 Wonders II,ds,2009,Puzzle,Rondomedia,0.14,0.15,0,0.03,0.32,,3,PEGI
5004,Rally Cross,ps,1997,Racing,Sony Computer Entertainment,0.18,0.12,0,0.02,0.32,,,
5005,"Monsters, Inc.",ps2,2002,Adventure,Sony Computer Entertainment,0.15,0.12,0,0.04,0.32,,,
5006,FIFA 2001 Major League Soccer,ps,2000,Sports,Electronic Arts,0.18,0.12,0,0.02,0.32,,,
5007,Harvest Moon: Back to Nature,ps,1999,Simulation,Ubisoft,0.11,0.07,0.12,0.02,0.32,,,
5008,Tekken 6,psp,2009,Fighting,Namco Bandai Games,0.15,0.04,0.1,0.03,0.32,,16,PEGI
5009,Kinetica,ps2,2001,Racing,Sony Computer Entertainment,0.16,0.12,0,0.04,0.32,,,
5010,Bust-A-Move '99,ps,1997,Puzzle,Acclaim Entertainment,0.18,0.12,0,0.02,0.32,,,
5011,NBA Street V3,xb,2005,Sports,Electronic Arts,0.28,0.03,0,0.01,0.32,,3,PEGI
5012,Overlord II,ps3,2009,Action,Codemasters,0.11,0.15,0,0.06,0.32,,16,PEGI
5013,Dragon Quest Monsters 1·2,ps,2002,Role-Playing,Enix Corporation,0,0,0.3,0.02,0.32,,,
5014,Army of Two: The 40th Day,psp,2010,Shooter,Electronic Arts,0.12,0.13,0,0.08,0.32,,,
5015,Ben 10 Ultimate Alien: Cosmic Destruction,ds,2010,Platform,D3Publisher,0.22,0.08,0,0.03,0.32,,,
5016,Bigfoot: Collision Course,wii,2008,Racing,Zoo Digital Publishing,0.3,0,0,0.02,0.32,FALSE,3,PEGI
5017,Birthday Party Bash,wii,2009,Misc,Take-Two Interactive,0.3,0,0,0.02,0.32,FALSE,,
5018,OverBlood,ps,1996,Action,Electronic Arts,0.05,0.04,0.21,0.02,0.32,,,
5019,ESPN X-Games Pro Boarder,ps,1997,Sports,Sony Computer Entertainment,0.18,0.12,0,0.02,0.32,,,
5020,Momotarou Dentetsu 20-Shuunen,ds,2008,Misc,Hudson Soft,0,0,0.32,0,0.32,,,
5021,NHL Breakaway 98,n64,1998,Sports,Acclaim Entertainment,0.3,0.02,0,0,0.32,,,GiantBomb (ESRB)
5022,Shin Megami Tensei: Devil Survivor 2,ds,2011,Role-Playing,Ghostlight,0.17,0.01,0.12,0.01,0.32,,12,PEGI
5023,One Piece: Romance Dawn - Bouken no Yoake,psp,2012,Fighting,Namco Bandai Games,0,0,0.32,0,0.32,,,
5024,Manhunt 2,psp,2007,Action,Take-Two Interactive,0.04,0.18,0,0.1,0.32,,18,PEGI
5025,NBA 2K10,psp,2009,Sports,Take-Two Interactive,0.3,0,0,0.03,0.32,,,
5026,J Stars Victory Vs.,ps3,2014,Fighting,Namco Bandai Games,0.04,0.06,0.2,0.02,0.32,,12,PEGI
5027,Fortress,gba,2001,Action,Majesco Entertainment,0.23,0.08,0,0.01,0.32,,3,manual
5028,Teenage Mutant Ninja Turtles 2: Battle Nexus,gba,2004,Action,Konami Digital Entertainment,0.23,0.09,0,0.01,0.32,,7,PEGI
5029,Nicktoons: Movin',ps2,2004,Action,THQ,0.16,0.12,0,0.04,0.32,,,
5030,SWAT: Global Strike Team,ps2,2003,Shooter,Vivendi Games,0.16,0.12,0,0.04,0.32,,,
5031,Championship Bass,ps,1999,Sports,Electronic Arts,0.18,0.12,0,0.02,0.32,,,
5032,Resident Evil: Revelations 2,ps3,2015,Action,Capcom,0.06,0.08,0.16,0.03,0.32,,18,PEGI
5033,Golden Axe: Beast Rider,ps3,2008,Action,Sega,0.13,0.14,0,0.06,0.32,,18,PEGI
5034,Madden NFL 13,psv,2012,Sports,Electronic Arts,0.3,0,0,0.03,0.32,,3,PEGI
5035,Bratz: Girlz Really Rock,ds,2008,Action,THQ,0.18,0.11,0,0.03,0.32,,,
5036,Derby Stallion DS,ds,2008,Sports,Enterbrain,0,0,0.32,0,0.32,,,
5037,Nagano Winter Olympics 98,n64,1997,Sports,Konami Digital Entertainment,0.15,0.04,0.13,0,0.32,,3,GiantBomb (PEGI)
5038,The Biggest Loser,ds,2009,Sports,THQ,0.18,0.11,0,0.03,0.32,,,
5039,Darkwatch,ps2,2005,Shooter,Ubisoft,0.16,0.12,0,0.04,0.32,,18,PEGI
5040,"Go, Diego, Go!: Great Dinosaur Rescue",ps2,2008,Action,Take-Two Interactive,0.16,0.12,0,0.04,0.32,,3,PEGI
5041,SimAnimals,wii,2009,Simulation,Electronic Arts,0.15,0.14,0,0.03,0.32,FALSE,3,PEGI
5042,Prince of Persia: The Sands of Time,gc,2003,Action,Ubisoft,0.25,0.06,0,0.01,0.32,,12,PEGI
5043,Final Fantasy XI,ps2,,Role-Playing,Unknown,0.08,0.06,0.15,0.02,0.32,,,
5044,Naruto: Ultimate Ninja (JP sales),ps2,2003,Fighting,Atari,0,0,0.32,0,0.32,,12,PEGI
5045,Sky Odyssey,ps2,2000,Simulation,Sony Computer Entertainment,0.16,0.12,0,0.04,0.32,,,
5046,Kirby's Block Ball,gb,1995,Puzzle,Nintendo,0,0,0.32,0,0.32,,3,manual
5047,Rayman 2: The Great Escape,ps,2000,Platform,Ubisoft,0.18,0.12,0,0.02,0.32,,,
5048,Contra,nes,1988,,,,,,,0.32,,3,pre-1994
5049,Crazy Taxi,naomi,1999,,,,,,,0.319,,3,PEGI
5050,Demolition Racer,ps,1998,Racing,Infogrames,0.17,0.12,0,0.02,0.31,,,
5051,Midway Arcade Treasures 2,xb,2004,Misc,Midway Games,0.24,0.05,0,0.01,0.31,,16,PEGI
5052,Madagascar,ds,2005,Platform,Activision,0.25,0.04,0,0.03,0.31,,3,PEGI
5053,Rapala Pro Bass Fishing 2010,wii,2010,Sports,Activision,0.23,0.05,0,0.02,0.31,FALSE,,
5054,Major League Baseball 2K8,ps3,2008,Sports,Bethesda Softworks,0.28,0,0,0.02,0.31,,,
5055,Shin Megami Tensei: Devil Summoner - Soul Hackers,sat,1997,Role-Playing,Atlus,0,0,0.31,0,0.31,,18,manual
5056,Little King's Story,wii,2009,Strategy,Rising Star Games,0.15,0.11,0.02,0.02,0.31,FALSE,7,PEGI
5057,Mountain King,2600,1982,Action,CBS Electronics,0.29,0.02,0,0,0.31,,3,pre-1994
5058,Jampack Volume 12,ps2,2005,Misc,Sony Computer Entertainment,0.15,0.12,0,0.04,0.31,,,
5059,Shaun White Snowboarding,ps2,2008,Sports,Ubisoft,0.15,0.12,0,0.04,0.31,,3,PEGI
5060,2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2,gba,2005,Action,THQ,0.22,0.08,0,0.01,0.31,,3,manual
5061,Harvest Moon: Magical Melody,wii,2008,Simulation,Rising Star Games,0.25,0.04,0,0.03,0.31,FALSE,3,PEGI
5062,Mega Man Battle Network 2,gba,2002,Action,Ubisoft,0.22,0.08,0,0.01,0.31,,3,manual
5063,Naruto: Ninja Destiny (US sales),ds,2006,Fighting,Namco Bandai Games,0.31,0,0,0,0.31,,,
5064,Lord of Arcana,psp,2010,Role-Playing,Square Enix,0.07,0.04,0.17,0.03,0.31,,16,PEGI
5065,Jikkyou Powerful Pro Yakyuu 4,n64,1997,Sports,Konami Digital Entertainment,0,0,0.26,0.05,0.31,,3,GiantBomb (ESRB)
5066,Goemon's Great Adventure,n64,1998,Platform,Konami Digital Entertainment,0.06,0.02,0.13,0.1,0.31,,,RAWG (ESRB)
5067,Hot Wheels Turbo Racing,n64,1999,Racing,Electronic Arts,0.25,0.06,0,0,0.31,,,RAWG (ESRB)
5068,Vigilante 8,n64,1998,Racing,Activision,0.25,0.06,0,0,0.31,,,
5069,Bass Hunter 64,n64,1999,Sports,Take-Two Interactive,0.25,0.06,0,0,0.31,,,
5070,Doubutsu no Mori,n64,2001,Simulation,Nintendo,0,0,0.26,0.05,0.31,,13,GiantBomb (ESRB)
5071,Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,ds,2010,Strategy,Konami Digital Entertainment,0.18,0.02,0.09,0.02,0.31,,7,PEGI
5072,Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,3ds,2014,Action,Namco Bandai Games,0,0,0.31,0,0.31,,,
5073,Calvin Tucker's Redneck Jamboree,wii,2008,Misc,Zoo Games,0.29,0,0,0.02,0.31,FALSE,3,PEGI
5074,MySims SkyHeroes,wii,2010,Action,Electronic Arts,0.18,0.1,0,0.03,0.31,FALSE,3,PEGI
5075,J-League Winning Eleven 2007: Club Championship,ps2,2007,Sports,Konami Digital Entertainment,0,0,0.31,0,0.31,,,
5076,Shrek's Carnival Craze Party Games,wii,2008,Misc,Activision,0.28,0,0,0.02,0.31,FALSE,3,PEGI
5077,Math Play,ds,2006,Puzzle,Ubisoft,0.28,0,0,0.02,0.31,,,
5078,Star Wars Jedi Knight II: Jedi Outcast,xb,,Shooter,Activision,0.23,0.07,0,0.01,0.31,,,
5079,Final Fantasy IV,ps,1997,Simulation,SquareSoft,0,0,0.29,0.02,0.31,,,
5080,NCAA Final Four 2002,ps2,2001,Sports,Sony Computer Entertainment,0.15,0.12,0,0.04,0.31,,,
5081,NASCAR Thunder 2003,gc,2002,Racing,Electronic Arts,0.24,0.06,0,0.01,0.31,,,
5082,My Virtual Tutor: Reading Adventure Pre-K to Kindergarten,ds,2009,Misc,Mentor Interactive,0.29,0,0,0.02,0.31,,,
5083,A Collection of Classic Games from the Intellivision,ps,1999,Misc,Activision,0.17,0.12,0,0.02,0.31,,,
5084,Monsters vs. Aliens,ps3,2009,Action,Activision,0.21,0.06,0,0.03,0.31,,7,PEGI
5085,Silent Hill: Shattered Memories,psp,2010,Action,Konami Digital Entertainment,0.09,0.13,0.01,0.08,0.31,,16,PEGI
5086,Bruce Lee: Quest of the Dragon,xb,2002,Fighting,Universal Interactive,0.23,0.07,0,0.01,0.31,,,
5087,Spin Jam,ps,2000,Puzzle,Empire Interactive,0.17,0.12,0,0.02,0.31,,,
5088,KuruKuru Kururin,gba,2001,Puzzle,Nintendo,0,0,0.3,0.01,0.31,,3,manual
5089,Disney's The Emperor's New Groove,ps,2000,Platform,Sony Computer Entertainment,0.17,0.12,0,0.02,0.31,,,
5090,Disney's Stitch: Experiment 626,ps2,2002,Action,Sony Computer Entertainment,0.15,0.12,0,0.04,0.31,,,
5091,RPG Tsukuru 2,snes,1996,Role-Playing,ASCII Entertainment,0,0,0.31,0,0.31,,3,manual
5092,Yuu Yuu Hakusho 2: Kakutou no Sho,snes,1994,Fighting,Namco Bandai Games,0,0,0.31,0,0.31,,3,pre-1994
5093,Orphen: Scion of Sorcery,ps2,2000,Role-Playing,Activision,0.15,0.12,0,0.04,0.31,,,
5094,LEGO Legends of Chima: Laval's Journey,3ds,2013,Adventure,Warner Bros. Interactive Entertainment,0.18,0.1,0,0.03,0.31,,7,PEGI
5095,House of the Dead 2,mame,1998,,,,,,,0.31,,16,PEGI
5096,Shaun White Snowboarding: World Stage,wii,2009,Sports,Ubisoft,0.25,0.04,0,0.02,0.31,FALSE,,
5097,Fate/Extra,psp,2010,Role-Playing,Marvelous Interactive,0.18,0.01,0.1,0.02,0.31,,12,PEGI
5098,The Legend of Heroes: Trails of Cold Steel,psv,2013,Role-Playing,Nippon Ichi Software,0.08,0.05,0.14,0.04,0.31,,12,PEGI
5099,The King of Fighters XIII,ps3,2011,Fighting,Rising Star Games,0.17,0.07,0.04,0.03,0.31,,12,PEGI
5100,SD Gundam G Generation: Overworld,psp,2012,Strategy,Namco Bandai Games,0,0,0.31,0,0.31,,,
5101,Sorcery,ps3,2012,Action,Sony Computer Entertainment,0.14,0.12,0,0.05,0.31,,12,PEGI
5102,TouchMaster: Connect,ds,2010,Puzzle,Warner Bros. Interactive Entertainment,0.11,0.17,0,0.03,0.31,,,
5103,NHL FaceOff 2000,ps,1998,Sports,Sony Computer Entertainment,0.17,0.12,0,0.02,0.31,,,
5104,Star Wars Racer Revenge,ps2,2002,Racing,LucasArts,0.15,0.12,0,0.04,0.31,,,
5105,NBA Live 08,psp,2007,Sports,Electronic Arts,0.28,0,0,0.02,0.31,,3,PEGI
5106,Mega Man Maverick Hunter X,psp,2005,Platform,Capcom,0.27,0.01,0,0.03,0.31,,,
5107,40 Winks,ps,1999,Platform,GT Interactive,0.17,0.12,0,0.02,0.31,,,
5108,South Park: Chef's Luv Shack,ps,1998,Misc,Acclaim Entertainment,0.17,0.12,0,0.02,0.31,,,
5109,Music Maker,ps2,2001,Misc,Magix,0.15,0.12,0,0.04,0.31,,,
5110,Slot Machine,2600,,Action,Atari,0.29,0.02,0,0,0.31,,,cache: no rating
5111,Ganbare Goemon 2: Kiteretsu Shougun Magginesu,snes,1993,Platform,Konami Digital Entertainment,0,0,0.31,0,0.31,,3,pre-1994
5112,Astroblast,2600,1981,Action,Mattel Interactive,0.29,0.02,0,0,0.31,,3,pre-1994
5113,Blade II,ps2,2002,Action,Activision,0.15,0.12,0,0.04,0.31,,,
5114,Cabela's Outdoor Adventures (2009),wii,2009,Sports,Activision Value,0.29,0,0,0.02,0.31,FALSE,,
5115,Hatsune Miku: Project Mirai DX,3ds,2015,Misc,Sega,0.15,0.04,0.1,0.02,0.31,,3,PEGI
5116,Sesame Street: Cookie's Counting Carnival,wii,2010,Misc,Warner Bros. Interactive Entertainment,0.29,0,0,0.02,0.31,FALSE,,
5117,FIFA Street,ps2,2005,Sports,Electronic Arts,0.15,0.12,0,0.04,0.31,,3,PEGI
5118,The Incredible Hulk,wii,2008,Action,Sega,0.28,0.01,0,0.02,0.31,FALSE,16,PEGI
5119,Sesame Street: Elmo's Letter Adventure,ps,1998,Misc,NewKidCo,0.17,0.12,0,0.02,0.31,,,
5120,Jikkyou Powerful Pro Yakyuu Portable 3,psp,2008,Sports,Konami Digital Entertainment,0,0,0.31,0,0.31,,,
5121,Mario Golf,gbc,1999,Action,Nintendo,0,0,0.31,0,0.31,,3,ESRB
5122,Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,snes,1995,Platform,Konami Digital Entertainment,0,0,0.31,0,0.31,,3,manual
5123,Sniper Elite 3,ps3,2014,Shooter,505 Games,0.1,0.15,0,0.06,0.31,,,
5124,Madden NFL 2004,gba,2003,Sports,Electronic Arts,0.22,0.08,0,0.01,0.31,,3,manual
5125,Contra 4,ds,2007,Shooter,Konami Digital Entertainment,0.28,0,0.01,0.02,0.31,,,
5126,Jikkyou Powerful Pro Yakyuu 14,ps2,2007,Sports,Konami Digital Entertainment,0,0,0.31,0,0.31,,,
5127,Phineas and Ferb Ride Again,ds,2010,Action,Disney Interactive Studios,0.25,0.04,0,0.02,0.31,,3,PEGI
5128,Fishing Master,wii,2007,Misc,Konami Digital Entertainment,0.29,0,0,0.02,0.31,FALSE,3,PEGI
5129,NBA ShootOut,ps,1995,Sports,Sony Computer Entertainment,0.17,0.12,0,0.02,0.31,,,
5130,Super Robot Taisen Complete Box,ps,1999,Strategy,Banpresto,0,0,0.29,0.02,0.31,,,
5131,Crash Nitro Kart,xb,2003,Racing,Vivendi Games,0.24,0.07,0,0.01,0.31,,3,PEGI
5132,MonHun Nikki: Poka Poka Ailu Mura G,psp,2011,Role-Playing,Capcom,0,0,0.31,0,0.31,,,
5133,WarCraft II: The Dark Saga,ps,1997,Strategy,Electronic Arts,0.18,0.12,0,0.02,0.31,,,
5134,ExerBeat,wii,2010,Sports,Namco Bandai Games,0.1,0.18,0,0.03,0.31,FALSE,3,PEGI
5135,Berzerk,2600,1982,,,,,,,0.31,,3,pre-1994
5136,NBA Inside Drive 2003,xb,2002,Sports,Microsoft Game Studios,0.23,0.07,0,0.01,0.31,,,
5137,Bust-A-Move Universe,3ds,2011,Puzzle,Square Enix,0.08,0.15,0.06,0.03,0.31,,,
5138,Barbie as The Island Princess,ds,2007,Adventure,Activision,0.28,0.01,0,0.02,0.31,,3,PEGI
5139,Einhänder,ps,1997,Shooter,SquareSoft,0.1,0.07,0.13,0.02,0.31,,,
5140,Brothers In Arms: Earned in Blood,xb,2005,Shooter,Ubisoft,0.23,0.07,0,0.01,0.31,,16,PEGI
5141,KISS Pinball,ps,2001,Action,Take-Two Interactive,0.17,0.12,0,0.02,0.31,,,
5142,Panzer Dragoon II Zwei,sat,1995,Shooter,Sega,0,0,0.31,0,0.31,,3,PEGI
5143,Star Wars Episode III: Revenge of the Sith,ds,2005,Action,Ubisoft,0.25,0.03,0,0.03,0.31,,,
5144,SD Gundam G Generation Wars,ps2,2009,Strategy,Namco Bandai Games,0,0,0.31,0,0.31,,,
5145,Armored Core: Silent Line,ps2,2003,Simulation,Agetec,0.07,0.06,0.16,0.02,0.31,,,
5146,Foto Frenzy: Spot The Diffrence,ds,2009,Puzzle,Storm City Games,0.29,0,0,0.02,0.31,,,
5147,Tiny Toon Adventures: The Great Beanstalk,ps,1998,Misc,Sony Computer Entertainment,0.17,0.12,0,0.02,0.31,,,
5148,Dr. Seuss: How the Grinch Stole Christmas,ds,2007,Action,CokeM Interactive,0.29,0,0,0.02,0.31,,3,PEGI
5149,Happy Feet,ds,2006,Action,Midway Games,0.27,0.01,0,0.02,0.31,,3,PEGI
