Rank,Name,Platform,release_date,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,controller_support,name_norm,PEGI_Rating
12911,Hannspree Ten Kate Honda: SBK Superbike World Championship,ps2,2007,Racing,Black Bean Games,0.03,0.03,0,0.01,0.07,,hannspree ten kate honda sbk superbike world championship,
14260,Hannspree Ten Kate Honda: SBK Superbike World Championship,psp,2007,Racing,Black Bean Games,0.03,0,0,0,0.04,,hannspree ten kate honda sbk superbike world championship,
17036,Happiness! De-Lucks,ps2,2007,Adventure,Marvelous Interactive,0,0,0.02,0,0.02,,happiness de lucks,
15146,HappinessCharge PreCure! Kawarun Collection,3ds,2014,Misc,Namco Bandai Games,0,0,0.03,0,0.03,,happinesscharge precure kawarun collection,
8661,Happy Cooking,ds,2006,Simulation,Ubisoft,0.17,0,0,0.01,0.18,,happy cooking,3
17788,Happy Dance Collection,wii,2008,Misc,Namco Bandai Games,0,0,0.01,0,0.01,False,happy dance collection,
6256,Happy Feet,ds,2006,Action,Midway Games,0.27,0.01,0,0.02,0.31,,happy feet,3
7165,Happy Feet,gc,2006,Action,Midway Games,0.2,0.05,0,0.01,0.25,,happy feet,
9662,Happy Feet,wii,2006,Action,Midway Games,0.12,0,0,0.01,0.14,False,happy feet,3
10907,Happy Feet Two,3ds,2011,Action,Warner Bros. Interactive Entertainment,0.08,0.02,0,0.01,0.11,,happy feet two,3
10344,Happy Feet Two,ds,,Action,Warner Bros. Interactive Entertainment,0.09,0.02,0,0.01,0.12,,happy feet two,3
11249,Happy Feet Two,ps3,,Action,Warner Bros. Interactive Entertainment,0.09,0.01,0,0.01,0.1,,happy feet two,3
11499,Happy Feet Two,wii,,Action,Warner Bros. Interactive Entertainment,0.07,0.01,0,0.01,0.09,False,happy feet two,3
19283,Hard Drivin',lynx,1991,,,,,,,0.002,,hard drivin,
6413,Hard Hitter Tennis,ps2,2001,Sports,Midas Interactive Entertainment,0.15,0.11,0,0.04,0.3,,hard hitter tennis,
9550,Hard Rock Casino,psp,2007,Misc,Oxygen Interactive,0.12,0,0,0.01,0.14,,hard rock casino,12
10224,HardBall 5,ps,1996,Sports,SPS,0.07,0.04,0,0.01,0.12,,hardball 5,
12828,Harlem Globetrotters: World Tour,ds,2006,Sports,Zoo Digital Publishing,0.07,0,0,0.01,0.07,,harlem globetrotters world tour,
14390,Harley-Davidson: Road Trip,wii,2010,Racing,Destineer,0.04,0,0,0,0.04,False,harley davidson road trip,
3871,Harry Potter Collection,ps2,2006,Misc,Electronic Arts,0.28,0.21,0,0.07,0.56,,harry potter collection,
975,Harry Potter and the Chamber of Secrets,gba,2002,Action,Electronic Arts,1.21,0.64,0.05,0.09,1.99,,harry potter and the chamber of secrets,
3239,Harry Potter and the Chamber of Secrets,gc,2002,Action,Electronic Arts,0.53,0.14,0,0.02,0.69,,harry potter and the chamber of secrets,
979,Harry Potter and the Chamber of Secrets,ps,2002,Action,Electronic Arts,0.75,1.09,0.02,0.12,1.98,,harry potter and the chamber of secrets,
685,Harry Potter and the Chamber of Secrets,ps2,2002,Action,Electronic Arts,0.9,1.22,0.04,0.44,2.61,,harry potter and the chamber of secrets,
5636,Harry Potter and the Chamber of Secrets,xb,2002,Action,Electronic Arts,0.27,0.08,0,0.01,0.36,,harry potter and the chamber of secrets,
4963,Harry Potter and the Deathly Hallows - Part 1,ds,2010,Action,Electronic Arts,0.2,0.19,0,0.04,0.42,,harry potter and the deathly hallows part 1,12
5052,Harry Potter and the Deathly Hallows - Part 1,ps3,2010,Action,Electronic Arts,0.13,0.21,0,0.08,0.42,,harry potter and the deathly hallows part 1,
3940,Harry Potter and the Deathly Hallows - Part 1,wii,2010,Action,Electronic Arts,0.22,0.28,0,0.05,0.55,False,harry potter and the deathly hallows part 1,
7269,Harry Potter and the Deathly Hallows - Part 2,ds,2011,Action,Electronic Arts,0.12,0.1,0,0.02,0.24,,harry potter and the deathly hallows part 2,12
5794,Harry Potter and the Deathly Hallows - Part 2,ps3,2011,Action,Electronic Arts,0.14,0.15,0,0.05,0.34,,harry potter and the deathly hallows part 2,12
5707,Harry Potter and the Deathly Hallows - Part 2,wii,2011,Action,Electronic Arts,0.18,0.14,0,0.03,0.35,False,harry potter and the deathly hallows part 2,12
7425,Harry Potter and the Goblet of Fire,ds,2005,Action,Electronic Arts,0.21,0.02,0,0.02,0.24,,harry potter and the goblet of fire,7
3585,Harry Potter and the Goblet of Fire,gba,2005,Action,Electronic Arts,0.44,0.16,0,0.01,0.61,,harry potter and the goblet of fire,7
4998,Harry Potter and the Goblet of Fire,gc,2005,Action,Electronic Arts,0.32,0.08,0,0.01,0.42,,harry potter and the goblet of fire,7
3393,Harry Potter and the Goblet of Fire,ps2,2005,Action,Electronic Arts,0.54,0.02,0,0.09,0.65,,harry potter and the goblet of fire,7
8056,Harry Potter and the Goblet of Fire,psp,2005,Action,Electronic Arts,0.17,0.01,0,0.02,0.2,,harry potter and the goblet of fire,7
7534,Harry Potter and the Goblet of Fire,xb,2005,Action,Electronic Arts,0.18,0.05,0,0.01,0.23,,harry potter and the goblet of fire,7
3472,Harry Potter and the Half-Blood Prince,ds,2009,Action,Electronic Arts,0.21,0.35,0,0.07,0.63,,harry potter and the half blood prince,12
3422,Harry Potter and the Half-Blood Prince,ps2,2009,Action,Electronic Arts,0.13,0.07,0,0.44,0.64,,harry potter and the half blood prince,12
5801,Harry Potter and the Half-Blood Prince,ps3,2009,Action,Electronic Arts,0.15,0.13,0,0.06,0.34,,harry potter and the half blood prince,12
4248,Harry Potter and the Half-Blood Prince,psp,2009,Action,Electronic Arts,0.18,0.21,0,0.12,0.51,,harry potter and the half blood prince,12
2941,Harry Potter and the Half-Blood Prince,wii,2009,Action,Electronic Arts,0.28,0.4,0,0.09,0.77,False,harry potter and the half blood prince,12
2676,Harry Potter and the Order of the Phoenix,ds,2007,Action,Electronic Arts,0.28,0.47,0,0.1,0.85,,harry potter and the order of the phoenix,7
6895,Harry Potter and the Order of the Phoenix,ps2,2007,Action,Electronic Arts,0.13,0.1,0,0.03,0.27,,harry potter and the order of the phoenix,7
7149,Harry Potter and the Order of the Phoenix,ps3,2007,Action,Electronic Arts,0.18,0.04,0,0.03,0.25,,harry potter and the order of the phoenix,7
5519,Harry Potter and the Order of the Phoenix,psp,2007,Action,Electronic Arts,0.1,0.17,0,0.1,0.37,,harry potter and the order of the phoenix,7
4420,Harry Potter and the Order of the Phoenix,wii,2007,Action,Electronic Arts,0.38,0.06,0,0.04,0.49,False,harry potter and the order of the phoenix,7
4138,Harry Potter and the Prisoner of Azkaban,gba,2004,Action,Electronic Arts,0.37,0.14,0,0.01,0.52,,harry potter and the prisoner of azkaban,3
5414,Harry Potter and the Prisoner of Azkaban,gc,2004,Action,Electronic Arts,0.29,0.08,0,0.01,0.38,,harry potter and the prisoner of azkaban,3
2227,Harry Potter and the Prisoner of Azkaban,ps2,2004,Action,Electronic Arts,0.5,0.39,0,0.13,1.02,,harry potter and the prisoner of azkaban,3
8245,Harry Potter and the Prisoner of Azkaban,xb,2004,Action,Electronic Arts,0.14,0.04,0,0.01,0.19,,harry potter and the prisoner of azkaban,3
1198,Harry Potter and the Sorcerer's Stone,gba,2001,Action,Electronic Arts,0.87,0.66,0.08,0.08,1.69,,harry potter and the sorcerer s stone,
1161,Harry Potter and the Sorcerer's Stone,gbc,2001,Action,Electronic Arts,0.94,0.62,0.1,0.07,1.73,,harry potter and the sorcerer s stone,
12004,Harry Potter and the Sorcerer's Stone,gc,2003,Action,Electronic Arts,0.06,0.02,0,0,0.08,,harry potter and the sorcerer s stone,
406,Harry Potter and the Sorcerer's Stone,ps,2001,Action,Electronic Arts,1.37,2,0.14,0.22,3.73,,harry potter and the sorcerer s stone,
6589,Harry Potter and the Sorcerer's Stone,ps2,2003,Action,Electronic Arts,0.14,0.11,0,0.04,0.28,,harry potter and the sorcerer s stone,
12841,Harry Potter and the Sorcerer's Stone,xb,2003,Action,Electronic Arts,0.05,0.02,0,0,0.07,,harry potter and the sorcerer s stone,
5314,Harry Potter: Quidditch World Cup,gba,2003,Sports,Electronic Arts,0.28,0.1,0,0.01,0.39,,harry potter quidditch world cup,3
5235,Harry Potter: Quidditch World Cup,gc,2003,Sports,Electronic Arts,0.31,0.08,0,0.01,0.4,,harry potter quidditch world cup,3
2550,Harry Potter: Quidditch World Cup,ps2,2003,Sports,Electronic Arts,0.44,0.34,0,0.11,0.9,,harry potter quidditch world cup,3
8316,Harry Potter: Quidditch World Cup,xb,2003,Sports,Electronic Arts,0.14,0.04,0,0.01,0.19,,harry potter quidditch world cup,3
10353,Harukanaru Augusta 2: Masters,snes,1993,Sports,T&E Soft,0,0,0.12,0,0.12,,harukanaru augusta 2 masters,
13688,Harukanaru Toki no Naka de 3,ps2,2004,Adventure,Tecmo Koei,0,0,0.05,0,0.05,,harukanaru toki no naka de 3,
16611,Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,psp,2009,Adventure,Tecmo Koei,0,0,0.02,0,0.02,,harukanaru toki no naka de 3 with izayoiki aizouban,
14622,Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,psp,2009,Adventure,Tecmo Koei,0,0,0.04,0,0.04,,harukanaru toki no naka de 3 unmei no meikyuu aizouban,
12814,Harukanaru Toki no Naka de 4,ps2,2008,Adventure,Tecmo Koei,0,0,0.07,0,0.07,,harukanaru toki no naka de 4,
14795,Harukanaru Toki no Naka de 4: Aizouban,psp,2010,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04,,harukanaru toki no naka de 4 aizouban,
14607,Harukanaru Toki no Naka de 5,psp,2011,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04,,harukanaru toki no naka de 5,
15048,Harukanaru Toki no Naka de 5: Kazahanaki,psp,2012,Role-Playing,Ackkstudios,0,0,0.03,0,0.03,,harukanaru toki no naka de 5 kazahanaki,
16179,Harukanaru Toki no Naka de 6,psp,2015,Action,Tecmo Koei,0,0,0.02,0,0.02,,harukanaru toki no naka de 6,
15010,Harukanaru Toki no Naka de 6,psv,2015,Action,Tecmo Koei,0,0,0.03,0,0.03,,harukanaru toki no naka de 6,
15483,Harukanaru Toki no Naka de Yumenoukihashi Special,ps2,2009,Adventure,Tecmo Koei,0,0,0.03,0,0.03,,harukanaru toki no naka de yumenoukihashi special,
14720,Harukanaru Toki no Naka de: Maihitoyo,ps2,2006,Adventure,Tecmo Koei,0,0,0.04,0,0.04,,harukanaru toki no naka de maihitoyo,
13701,Harukanaru Toki no Naka de: Yumenoukihashi,ds,2008,Adventure,Tecmo Koei,0,0,0.05,0,0.05,,harukanaru toki no naka de yumenoukihashi,
2691,Harvest Moon 2,gbc,1999,,,,,,,0.85,,harvest moon 2,
5209,Harvest Moon 2 GBC,gb,1999,,,,,,,0.4,,harvest moon 2 gbc,
10482,Harvest Moon 2 GBC,gbc,1999,Simulation,Ubisoft,0,0,0.12,0,0.12,,harvest moon 2 gbc,
2543,Harvest Moon 3,gbc,2000,,,,,,,0.9,,harvest moon 3,
6293,Harvest Moon 3 GBC,gb,2000,,,,,,,0.3,,harvest moon 3 gbc,
2523,Harvest Moon 3D: A New Beginning,3ds,2012,Action,Marvelous Entertainment,0.41,0.17,0.29,0.05,0.91,,harvest moon 3d a new beginning,
4468,Harvest Moon 64,n64,1999,Simulation,Pack In Soft,0.25,0.06,0.11,0.06,0.48,,harvest moon 64,
4458,Harvest Moon DS (US sales),ds,2005,Simulation,Rising Star Games,0.41,0.07,0,0,0.48,,harvest moon ds,3
10169,Harvest Moon DS (jp sales),ds,2005,Simulation,Rising Star Games,0,0,0.13,0,0.13,,harvest moon ds,3
6357,Harvest Moon DS Cute (US sales),ds,2005,Simulation,Marvelous Interactive,0.3,0,0,0,0.3,,harvest moon ds cute,
11078,Harvest Moon DS Cute (jp sales),ds,2005,Simulation,Marvelous Interactive,0,0,0.1,0,0.1,,harvest moon ds cute,
3028,Harvest Moon DS: Island of Happiness,ds,2007,Simulation,Rising Star Games,0.44,0.01,0.25,0.04,0.74,,harvest moon ds island of happiness,3
7596,Harvest Moon GB,gb,1997,Simulation,Victor Interactive,0,0,0.23,0,0.23,,harvest moon gb,
2866,Harvest Moon: A Wonderful Life,gc,2003,Role-Playing,Ubisoft,0.61,0.16,0,0.02,0.79,,harvest moon a wonderful life,3
8658,Harvest Moon: A Wonderful Life Special Edition,ps2,2004,Simulation,505 Games,0.09,0.07,0,0.02,0.18,,harvest moon a wonderful life special edition,
2956,Harvest Moon: Animal Parade,wii,2008,Simulation,Rising Star Games,0.6,0.09,0.02,0.05,0.76,True,harvest moon animal parade,3
7278,Harvest Moon: Another Wonderful Life,gc,2004,Role-Playing,Marvelous Interactive,0.19,0.05,0,0.01,0.24,,harvest moon another wonderful life,
6078,Harvest Moon: Back to Nature,ps,1999,Simulation,Ubisoft,0.11,0.07,0.12,0.02,0.32,,harvest moon back to nature,
11503,Harvest Moon: Boy & Girl,psp,2005,Simulation,Marvelous Interactive,0.08,0,0,0.01,0.09,,harvest moon boy and girl,
11150,Harvest Moon: Frantic Farming,ds,2009,Puzzle,Rising Star Games,0.08,0.01,0,0.01,0.1,,harvest moon frantic farming,3
3696,Harvest Moon: Friends of Mineral Town,gba,2003,Simulation,Ubisoft,0.34,0.13,0.11,0.01,0.59,,harvest moon friends of mineral town,3
5057,Harvest Moon: Grand Bazaar,ds,2008,Simulation,Rising Star Games,0.22,0.05,0.13,0.02,0.42,,harvest moon grand bazaar,3
9337,Harvest Moon: Hero of Leaf Valley,psp,2009,Simulation,Rising Star Games,0.07,0.02,0.05,0.02,0.15,,harvest moon hero of leaf valley,3
7391,Harvest Moon: Magical Melody,gc,2005,Simulation,Ubisoft,0.19,0.05,0,0.01,0.24,,harvest moon magical melody,
6155,Harvest Moon: Magical Melody,wii,2008,Simulation,Rising Star Games,0.25,0.04,0,0.03,0.31,False,harvest moon magical melody,3
8152,Harvest Moon: More Friends of Mineral Town,gba,2003,Simulation,Ubisoft,0.14,0.05,0,0,0.2,,harvest moon more friends of mineral town,
5173,Harvest Moon: Save the Homeland,ps2,,Simulation,Unknown,0.19,0.15,0,0.05,0.4,,harvest moon save the homeland,
3752,Harvest Moon: Sunshine Islands,ds,2008,Simulation,Rising Star Games,0.35,0.03,0.17,0.03,0.58,,harvest moon sunshine islands,
9321,Harvest Moon: The Lost Valley,3ds,2014,Simulation,Natsume,0.12,0.02,0,0.01,0.15,,harvest moon the lost valley,3
6319,Harvest Moon: The Tale of Two Towns,3ds,,Simulation,Unknown,0.28,0,0,0.02,0.3,,harvest moon the tale of two towns,3
3738,Harvest Moon: The Tale of Two Towns,ds,2010,Simulation,Natsume,0.27,0.06,0.22,0.03,0.58,,harvest moon the tale of two towns,3
2705,Harvest Moon: Tree of Tranquility,wii,2007,Simulation,Rising Star Games,0.69,0.03,0.06,0.06,0.84,True,harvest moon tree of tranquility,3
10308,Harvey Birdman: Attorney at Law,ps2,2008,Adventure,Capcom,0.06,0.04,0,0.01,0.12,,harvey birdman attorney at law,
11700,Harvey Birdman: Attorney at Law,psp,2008,Adventure,Capcom,0.08,0,0,0.01,0.09,,harvey birdman attorney at law,
11653,Harvey Birdman: Attorney at Law,wii,2008,Adventure,Capcom,0.08,0,0,0.01,0.09,True,harvey birdman attorney at law,
7693,Hasbro Family Game Night,ds,2009,Puzzle,Electronic Arts,0.01,0.19,0,0.02,0.22,,hasbro family game night,3
3808,Hasbro Family Game Night,ps2,2008,Puzzle,Electronic Arts,0.28,0.22,0,0.07,0.57,,hasbro family game night,3
1471,Hasbro Family Game Night,wii,2008,Puzzle,Electronic Arts,0.97,0.34,0,0.13,1.45,False,hasbro family game night,3
1559,Hasbro Family Game Night 2,wii,2009,Misc,Electronic Arts,0.71,0.53,0,0.13,1.38,False,hasbro family game night 2,3
7115,Hasbro Family Game Night 3,ps3,2010,Misc,Electronic Arts,0.18,0.04,0,0.03,0.25,,hasbro family game night 3,3
2759,Hasbro Family Game Night 3,wii,2010,Misc,Electronic Arts,0.47,0.28,0,0.07,0.82,False,hasbro family game night 3,3
10334,Hasbro Family Game Night Fun Pack,wii,2011,Misc,Electronic Arts,0.11,0,0,0.01,0.12,False,hasbro family game night fun pack,
17163,Hat Trick,atari7800,1987,,,,,,,0.014,,hat trick,
16514,HatsuKare * Renai Debut Sengen!,psp,2013,Adventure,FuRyu,0,0,0.02,0,0.02,,hatsukare renai debut sengen,
8712,Hatsune Miku and Future Stars: Project Mirai,3ds,2012,Misc,Sega,0,0,0.18,0,0.18,,hatsune miku and future stars project mirai,
7051,Hatsune Miku: Project Diva,psp,2009,Misc,Sega,0,0,0.26,0,0.26,,hatsune miku project diva,
5110,Hatsune Miku: Project Diva 2nd,psp,2010,Misc,Sega,0,0,0.41,0,0.41,,hatsune miku project diva 2nd,
5894,Hatsune Miku: Project Diva Extend,psp,2011,Misc,Sega,0,0,0.33,0,0.33,,hatsune miku project diva extend,
7161,Hatsune Miku: Project Diva F 2nd,ps3,2014,Misc,Sega,0.09,0.04,0.1,0.03,0.25,,hatsune miku project diva f 2nd,7
5262,Hatsune Miku: Project Diva F 2nd,psv,2014,Misc,Sega,0.13,0.06,0.16,0.06,0.4,,hatsune miku project diva f 2nd,7
10255,Hatsune Miku: Project Diva X,psv,2016,Misc,Sega,0.01,0,0.1,0,0.12,,hatsune miku project diva x,12
6756,Hatsune Miku: Project Diva f,ps3,2013,Misc,Sega,0.08,0,0.19,0.01,0.27,,hatsune miku project diva f,3
7593,Hatsune Miku: Project Diva f,psv,2012,Misc,Sega,0,0,0.23,0,0.23,,hatsune miku project diva f,3
7727,Hatsune Miku: Project Mirai 2,3ds,2013,Action,Sega,0,0,0.22,0,0.22,,hatsune miku project mirai 2,
6214,Hatsune Miku: Project Mirai DX,3ds,2015,Misc,Sega,0.15,0.04,0.1,0.02,0.31,,hatsune miku project mirai dx,3
14403,Haunted Casino,sat,1996,Adventure,Societa,0,0,0.04,0,0.04,,haunted casino,
7738,Haunted House,2600,1982,,,,,,,0.22,,haunted house,
9772,Haunted House,wii,2010,Action,Atari,0.13,0,0,0.01,0.14,False,haunted house,12
12897,Haunting Ground,ps2,2005,Action,Capcom,0.03,0.03,0,0.01,0.07,,haunting ground,16
6622,Haven: Call of the King,ps2,,Platform,Midway Games,0.14,0.11,0,0.04,0.28,,haven call of the king,
15135,Hayate no Gotoku! Nightmare Paradise,psp,2009,Adventure,Konami Digital Entertainment,0,0,0.03,0,0.03,,hayate no gotoku nightmare paradise,
14269,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,ds,2008,Simulation,Konami Digital Entertainment,0,0,0.04,0,0.04,,hayate no gotoku ojousama produce daisakusen boku iro ni somare gakkou hen,
15516,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,ds,2008,Simulation,Konami Digital Entertainment,0,0,0.03,0,0.03,,hayate no gotoku ojousama produce daisakusen boku iro ni somare oyashiki hen,
2253,Haze,ps3,2008,Shooter,Ubisoft,0.49,0.33,0.02,0.15,1,,haze,18
9071,He-Man: Power of Grayskull,gba,2002,Action,TDK Mediactive,0.11,0.04,0,0,0.16,,he man power of grayskull,
5494,Headhunter,ps2,2002,Action,Sega,0.19,0.15,0,0.05,0.38,,headhunter,
14822,Headhunter: Redemption,ps2,2004,Action,Sega,0.02,0.01,0,0,0.04,,headhunter redemption,16
16825,Headhunter: Redemption,xb,2004,Action,Sega,0.02,0,0,0,0.02,,headhunter redemption,16
10866,Heart Catch PreCure! Oshare Collection,ds,2010,Action,Namco Bandai Games,0,0,0.11,0,0.11,,heart catch precure oshare collection,
17475,Heart no Kuni no Alice,ps2,2008,Adventure,Prototype,0,0,0.01,0,0.01,,heart no kuni no alice,
17369,Heart no Kuni no Alice,psp,2009,Adventure,Prototype,0,0,0.01,0,0.01,,heart no kuni no alice,
16983,Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,psp,2011,Adventure,Quinrose,0,0,0.02,0,0.02,,heart no kuni no alice anniversary ver wonderful wonder world,
17298,Heart no Kuni no Alice: Wonderful Twin World,psp,2014,Adventure,Quinrose,0,0,0.01,0,0.01,,heart no kuni no alice wonderful twin world,
6054,Heart of Darkness,ps,1998,Platform,Ocean,0.18,0.12,0,0.02,0.32,,heart of darkness,
15845,Heart of the Alien,scd,1994,,,,,,,0.024,,heart of the alien,
14901,Heathcliff! Frantic Foto,ds,2010,Misc,Storm City Games,0.04,0,0,0,0.04,,heathcliff frantic foto,
15069,Heathcliff! The Fast and the Furriest,wii,2010,Racing,Storm City Games,0.03,0,0,0,0.03,False,heathcliff the fast and the furriest,3
14447,Heatseeker,psp,2007,Action,Codemasters,0.04,0,0,0,0.04,,heatseeker,12
11180,Heatseeker,wii,2007,Action,Codemasters,0.08,0,0,0.01,0.1,False,heatseeker,12
12566,Heavenly Guardian,wii,2007,Shooter,505 Games,0.06,0,0,0,0.07,False,heavenly guardian,
1239,Heavenly Sword,ps3,2007,Action,Sony Computer Entertainment,0.57,0.73,0.06,0.3,1.66,,heavenly sword,16
8517,Heavy Fire: Afghanistan,ps3,2011,Shooter,Unknown,0.17,0,0,0.01,0.18,,heavy fire afghanistan,16
10961,Heavy Fire: Afghanistan,wii,2011,Shooter,Mastiff,0.11,0,0,0.01,0.11,False,heavy fire afghanistan,16
16958,Heavy Fire: The Chosen Few 3D,3ds,2011,Shooter,Mastiff,0.02,0,0,0,0.02,,heavy fire the chosen few 3d,12
16320,Heavy Metal: Geomatrix,naomi,2001,,,,,,,0.02,,heavy metal geomatrix,
528,Heavy Rain,ps3,2010,Adventure,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12,,heavy rain,18
7874,Heisei Kyouiku linkai DS,ds,2006,Misc,Namco Bandai Games,0,0,0.21,0,0.21,,heisei kyouiku linkai ds,
5586,Hell's Kitchen: The Game,ds,2008,Simulation,Ubisoft,0.34,0.01,0,0.03,0.37,,hell s kitchen the game,
5991,Hell's Kitchen: The Game,wii,2008,Simulation,Ubisoft,0.3,0,0,0.03,0.33,False,hell s kitchen the game,
8821,Hellboy: The Science of Evil,ps3,2008,Action,Konami Digital Entertainment,0.13,0.02,0,0.02,0.17,,hellboy the science of evil,16
14329,Hellboy: The Science of Evil,psp,2008,Action,Konami Digital Entertainment,0.04,0,0,0,0.04,,hellboy the science of evil,16
5725,Hello Kitty Daily,ds,2008,Misc,Nobilis,0.32,0,0,0.03,0.35,,hello kitty daily,3
1485,Hello Kitty Party,ds,2007,Misc,Rising Star Games,0.79,0.53,0,0.13,1.44,,hello kitty party,
7265,Hello Kitty Seasons,wii,2010,Adventure,Namco Bandai Games,0.16,0.06,0,0.02,0.24,False,hello kitty seasons,3
11841,Hello Kitty's Cube Frenzy,ps,1998,Puzzle,Culture Publishers,0.05,0.03,0,0.01,0.09,,hello kitty s cube frenzy,
4006,Hello Kitty: Big City Dreams,ds,2008,Puzzle,Empire Interactive,0.42,0.08,0,0.04,0.54,,hello kitty big city dreams,3
8654,Hello Kitty: Birthday Adventures,ds,2010,Adventure,Namco Bandai Games,0.06,0.11,0,0.02,0.18,,hello kitty birthday adventures,3
8893,Hello Kitty: Happy Party Pals,gba,2005,Misc,THQ,0.12,0.05,0,0,0.17,,hello kitty happy party pals,
12218,Hello Kitty: Roller Rescue,gc,2005,Action,Empire Interactive,0.06,0.02,0,0,0.08,,hello kitty roller rescue,3
10708,Help Wanted: 50 Wacky Jobs,wii,2008,Simulation,Hudson Soft,0.06,0.04,0,0.01,0.11,False,help wanted 50 wacky jobs,
17467,Help Wanted: 50 Wacky Jobs (jp sales),wii,2008,Simulation,Hudson Soft,0,0.01,0.01,0,0.01,False,help wanted 50 wacky jobs,
11719,Henry Hatsworth in the Puzzling Adventure,ds,2009,Puzzle,Electronic Arts,0.08,0.01,0,0.01,0.09,,henry hatsworth in the puzzling adventure,7
5848,Herbie: Fully Loaded,gba,2005,Racing,Disney Interactive Studios,0.24,0.09,0,0.01,0.34,,herbie fully loaded,3
14831,Herc's Adventures,ps,1997,Action,Virgin Interactive,0.02,0.01,0,0,0.04,,herc s adventures,
14125,Hercules: The Legendary Journeys,n64,2000,Role-Playing,Titus,0.04,0.01,0,0,0.05,,hercules the legendary journeys,
7680,Herdy Gerdy,ps2,2002,Adventure,Eidos Interactive,0.11,0.08,0,0.03,0.22,,herdy gerdy,
15228,Hermie Hopperhead: Scrap Panic,ps,1995,Platform,Sony Computer Entertainment,0,0,0.02,0,0.03,,hermie hopperhead scrap panic,
12795,Hero Bank,3ds,2014,Role-Playing,Sega,0,0,0.07,0,0.07,,hero bank,
13803,Hero Bank 2,3ds,2014,Role-Playing,Sega,0,0,0.05,0,0.05,,hero bank 2,
19118,Hero's Quest: So You Want to Be a Hero,atarist,1989,,,,,,,0.002,,hero s quest so you want to be a hero,
